Price,Location,City,Area,No. of Bedrooms,No. of Bathrooms,No.of floor,ATM,School,24X7Security,CarParking,Hospital,Latitude,Longitude
3710000,Kalyan Nagar,Bangalore,1204,2,2,0,1,1,1,1,1,19.1602288,76.2772822
6504000,Kalyan Nagar,Bangalore,1205,2,2,0,1,1,1,1,1,19.1602288,76.2772822
6400000,Kalyan Nagar,Bangalore,1205,2,2,0,1,1,1,1,1,19.1602288,76.2772822
4300000,Kalyan Nagar,Bangalore,1205,2,2,0,1,1,1,1,1,19.1602288,76.2772822
3300000,Kalyan Nagar,Bangalore,1205,2,2,0,1,1,1,1,1,19.1602288,76.2772822
7410000,Kalyan Nagar,Bangalore,1206,2,2,0,1,1,1,1,1,19.1602288,76.2772822
7001111,Kalyan Nagar,Bangalore,1208,2,2,0,1,1,1,1,1,19.1602288,76.2772822
8000000,Kalyan Nagar,Bangalore,1235,2,2,0,1,1,1,1,1,19.1602288,76.2772822
7500000,Kalyan Nagar,Bangalore,1235,2,2,0,1,1,1,1,1,19.1602288,76.2772822
6100000,Kalyan Nagar,Bangalore,1235,2,2,0,1,1,1,1,1,19.1602288,76.2772822
7208000,Kalyan Nagar,Bangalore,1240,2,2,0,1,1,1,1,1,19.1602288,76.2772822
7000000,Kalyan Nagar,Bangalore,1240,2,2,0,1,1,1,1,1,19.1602288,76.2772822
5280000,Kalyan Nagar,Bangalore,1345,2,2,0,1,1,1,1,1,19.1602288,76.2772822
8005000,Kalyan Nagar,Bangalore,1347,2,2,0,1,1,1,1,1,19.1602288,76.2772822
7134111,Kalyan Nagar,Bangalore,1347,2,2,0,1,1,1,1,1,19.1602288,76.2772822
8001111,Kalyan Nagar,Bangalore,1348,2,2,0,1,1,1,1,1,19.1602288,76.2772822
8201000,Kalyan Nagar,Bangalore,1404,3,3,1,1,1,1,1,1,19.1602288,76.2772822
8201000,Kalyan Nagar,Bangalore,1404,3,3,1,1,1,1,1,1,19.1602288,76.2772822
8201000,Kalyan Nagar,Bangalore,1404,3,3,1,1,1,1,1,1,19.1602288,76.2772822
6183000,Kalyan Nagar,Bangalore,1404,3,3,1,1,1,1,1,1,19.1602288,76.2772822
5008000,Kalyan Nagar,Bangalore,1404,3,3,1,1,1,1,1,1,19.1602288,76.2772822
7508000,Kalyan Nagar,Bangalore,1421,3,3,1,1,1,1,1,1,19.1602288,76.2772822
4171111,Kalyan Nagar,Bangalore,1422,3,3,1,1,1,1,1,1,19.1602288,76.2772822
6705000,Kalyan Nagar,Bangalore,1516,3,3,1,1,1,1,1,1,19.1602288,76.2772822
4618000,Kalyan Nagar,Bangalore,1600,3,3,1,1,1,1,1,1,19.1602288,76.2772822
7300000,Kalyan Nagar,Bangalore,1850,2,2,0,1,1,1,1,1,19.1602288,76.2772822
4163000,Kambipura,Bangalore,1110,3,3,1,1,1,1,1,1,13.0558284,77.9387039
7504000,Kammanahalli,Bangalore,1024,2,2,0,1,1,1,1,1,13.0093455,77.6377094
7504000,Kammanahalli,Bangalore,1024,2,2,0,1,1,1,1,1,13.0093455,77.6377094
5001000,Kammanahalli,Bangalore,1024,2,2,0,1,1,1,1,1,13.0093455,77.6377094
5001000,Kammanahalli,Bangalore,1024,2,2,0,1,1,1,1,1,13.0093455,77.6377094
5001000,Kammanahalli,Bangalore,1024,2,2,0,1,1,1,1,1,13.0093455,77.6377094
4700000,Kammanahalli,Bangalore,1025,2,2,0,1,1,1,1,1,13.0093455,77.6377094
8000000,Kammanahalli,Bangalore,1050,2,2,0,1,1,1,1,1,13.0093455,77.6377094
4211000,Kammanahalli,Bangalore,1056,2,2,0,1,1,1,1,1,13.0093455,77.6377094
4318000,Kammanahalli,Bangalore,1058,1,1,0,1,1,1,1,1,13.0093455,77.6377094
6523000,Kammanahalli,Bangalore,1306,2,2,0,1,1,1,1,1,13.0093455,77.6377094
6400000,Kammanahalli,Bangalore,1306,2,2,0,1,1,1,1,1,13.0093455,77.6377094
3820000,Kammanahalli,Bangalore,1308,2,2,0,1,1,1,1,1,13.0093455,77.6377094
8206000,Kammanahalli,Bangalore,1342,2,2,0,1,1,1,1,1,13.0093455,77.6377094
6418111,Kammanahalli,Bangalore,1342,2,2,0,1,1,1,1,1,13.0093455,77.6377094
5500000,Kammanahalli,Bangalore,1343,2,2,0,1,1,1,1,1,13.0093455,77.6377094
8500000,Kammanahalli,Bangalore,1344,2,2,0,1,1,1,1,1,13.0093455,77.6377094
8400000,Kammanahalli,Bangalore,1411,3,3,1,1,1,1,1,1,13.0093455,77.6377094
6400000,Kammanahalli,Bangalore,1420,3,3,1,1,1,1,1,1,13.0093455,77.6377094
6313000,Kammanahalli,Bangalore,1421,3,3,1,1,1,1,1,1,13.0093455,77.6377094
6200000,Kammanahalli,Bangalore,1423,3,3,1,1,1,1,1,1,13.0093455,77.6377094
8218000,Kammanahalli,Bangalore,1425,3,3,1,1,1,1,1,1,13.0093455,77.6377094
3711111,Kammanahalli,Bangalore,1425,3,3,1,1,1,1,1,1,13.0093455,77.6377094
6210000,Kammanahalli,Bangalore,1427,3,3,1,1,1,1,1,1,13.0093455,77.6377094
7561000,Kanakapura,Bangalore,1004,2,2,0,1,1,1,1,1,12.5450268,77.4199095
3510000,Kanakapura,Bangalore,1216,2,2,0,1,1,1,1,1,12.5450268,77.4199095
6418111,Kanakapura,Bangalore,1257,2,2,0,0,0,0,0,0,12.5450268,77.4199095
7800000,Kanakapura,Bangalore,1331,2,2,0,0,0,0,0,0,12.5450268,77.4199095
7800000,Kanakapura,Bangalore,1340,2,2,0,0,0,0,0,0,12.5450268,77.4199095
2811000,Kanakapura,Bangalore,1375,3,3,1,1,1,1,1,1,12.5450268,77.4199095
8411000,Kanakapura,Bangalore,1843,3,3,1,0,0,0,0,0,12.5450268,77.4199095
8607000,Kannamangala,Bangalore,1106,3,3,1,1,1,1,1,1,13.3297518,77.932886
6863000,Kannamangala,Bangalore,1106,3,3,1,1,1,1,1,1,13.3297518,77.932886
2800000,Kannamangala,Bangalore,1245,2,2,0,1,1,1,1,1,13.3297518,77.932886
7150000,Kannamangala,Bangalore,1277,2,2,0,1,1,1,1,1,13.3297518,77.932886
5700000,Kannamangala,Bangalore,1277,2,2,0,1,1,1,1,1,13.3297518,77.932886
5800000,Kannamangala,Bangalore,1366,3,3,1,1,1,1,1,1,13.3297518,77.932886
5243000,Kannamangala,Bangalore,1500,3,3,1,1,1,1,1,1,13.3297518,77.932886
3115111,Kannamangala,Bangalore,1517,3,3,1,1,1,1,1,1,13.3297518,77.932886
6611000,Kannamangala,Bangalore,1548,3,3,1,1,1,1,1,1,13.3297518,77.932886
6556000,Kannamangala,Bangalore,1604,3,3,1,1,1,1,1,1,13.3297518,77.932886
6556000,Kannamangala,Bangalore,1604,3,3,1,1,1,1,1,1,13.3297518,77.932886
6556000,Kannamangala,Bangalore,1604,3,3,1,1,1,1,1,1,13.3297518,77.932886
3638000,Kannamangala,Bangalore,1604,3,3,1,1,1,1,1,1,13.3297518,77.932886
5262000,Kasavanahalli,Bangalore,1010,2,2,0,0,0,0,1,0,13.9553666,76.6976234
4130000,Kasavanahalli,Bangalore,1015,2,2,0,0,0,0,1,0,13.9553666,76.6976234
5217000,Kasavanahalli,Bangalore,1047,2,2,0,1,1,1,1,1,13.9553666,76.6976234
3806000,Kasavanahalli,Bangalore,1047,2,2,0,1,1,1,1,1,13.9553666,76.6976234
5085000,Kasavanahalli,Bangalore,1050,2,2,0,0,0,0,1,0,13.9553666,76.6976234
5173000,Kasavanahalli,Bangalore,1070,2,2,0,0,0,0,1,0,13.9553666,76.6976234
5115000,Kasavanahalli,Bangalore,1075,2,2,0,0,0,0,1,0,13.9553666,76.6976234
4500000,Kasavanahalli,Bangalore,1075,2,2,0,0,0,0,1,0,13.9553666,76.6976234
4500000,Kasavanahalli,Bangalore,1075,2,2,0,0,0,0,1,0,13.9553666,76.6976234
4500000,Kasavanahalli,Bangalore,1075,2,2,0,0,0,0,1,0,13.9553666,76.6976234
5306000,Kasavanahalli,Bangalore,1100,2,2,0,0,0,0,1,0,13.9553666,76.6976234
8716000,Kasavanahalli,Bangalore,1112,2,2,0,1,1,1,1,1,13.9553666,76.6976234
8716000,Kasavanahalli,Bangalore,1112,2,2,0,1,1,1,1,1,13.9553666,76.6976234
6201000,Kasavanahalli,Bangalore,1112,2,2,0,1,1,1,1,1,13.9553666,76.6976234
8312000,Kasavanahalli,Bangalore,1115,2,2,0,1,1,1,1,1,13.9553666,76.6976234
8312000,Kasavanahalli,Bangalore,1115,2,2,0,1,1,1,1,1,13.9553666,76.6976234
6150000,Kasavanahalli,Bangalore,1117,2,2,0,1,1,1,1,1,13.9553666,76.6976234
5314000,Kasavanahalli,Bangalore,1120,2,2,0,0,0,0,1,0,13.9553666,76.6976234
5314000,Kasavanahalli,Bangalore,1120,2,2,0,0,0,0,1,0,13.9553666,76.6976234
5314000,Kasavanahalli,Bangalore,1120,2,2,0,0,0,0,1,0,13.9553666,76.6976234
8100000,Kasavanahalli,Bangalore,1137,3,3,1,1,1,1,1,1,13.9553666,76.6976234
8100000,Kasavanahalli,Bangalore,1137,3,3,1,1,1,1,1,1,13.9553666,76.6976234
7320000,Kasavanahalli,Bangalore,1137,3,3,1,1,1,1,1,1,13.9553666,76.6976234
5483000,Kasavanahalli,Bangalore,1140,2,2,0,0,0,0,1,0,13.9553666,76.6976234
7551111,Kasavanahalli,Bangalore,1143,2,2,0,1,1,1,1,1,13.9553666,76.6976234
7373000,Kasavanahalli,Bangalore,1143,2,2,0,1,1,1,1,1,13.9553666,76.6976234
5527000,Kasavanahalli,Bangalore,1150,2,2,0,0,0,0,1,0,13.9553666,76.6976234
8545000,Kasavanahalli,Bangalore,1162,2,2,0,1,1,1,1,1,13.9553666,76.6976234
8545000,Kasavanahalli,Bangalore,1162,2,2,0,1,1,1,1,1,13.9553666,76.6976234
5780000,Kasavanahalli,Bangalore,1162,2,2,0,1,1,1,1,1,13.9553666,76.6976234
8716000,Kasavanahalli,Bangalore,1171,2,2,0,1,1,1,1,1,13.9553666,76.6976234
5143000,Kasavanahalli,Bangalore,1171,2,2,0,1,1,1,1,1,13.9553666,76.6976234
8451000,Kasavanahalli,Bangalore,1215,2,2,0,1,1,1,1,1,13.9553666,76.6976234
6036000,Kasavanahalli,Bangalore,1265,3,3,1,0,0,0,1,0,13.9553666,76.6976234
6058000,Kasavanahalli,Bangalore,1270,3,3,1,0,0,0,1,0,13.9553666,76.6976234
4500000,Kasavanahalli,Bangalore,1285,3,3,1,1,1,1,1,1,13.9553666,76.6976234
6611000,Kasavanahalli,Bangalore,1315,3,3,1,0,0,0,1,0,13.9553666,76.6976234
6131000,Kasavanahalli,Bangalore,1315,2,2,0,1,1,1,1,1,13.9553666,76.6976234
6271000,Kasavanahalli,Bangalore,1320,3,3,1,0,0,0,1,0,13.9553666,76.6976234
6271000,Kasavanahalli,Bangalore,1320,3,3,1,0,0,0,1,0,13.9553666,76.6976234
8181000,Kasavanahalli,Bangalore,1345,3,3,1,1,1,1,1,1,13.9553666,76.6976234
6412000,Kasavanahalli,Bangalore,1350,3,3,1,0,0,0,1,0,13.9553666,76.6976234
6434000,Kasavanahalli,Bangalore,1355,3,3,1,0,0,0,1,0,13.9553666,76.6976234
6655000,Kasavanahalli,Bangalore,1405,3,3,1,0,0,0,1,0,13.9553666,76.6976234
5216000,Kasavanahalli,Bangalore,1445,3,3,1,1,1,1,1,1,13.9553666,76.6976234
5216000,Kasavanahalli,Bangalore,1445,3,3,1,1,1,1,1,1,13.9553666,76.6976234
7884000,Kasavanahalli,Bangalore,1475,3,3,1,1,1,1,1,1,13.9553666,76.6976234
8602000,Kasavanahalli,Bangalore,1543,3,3,1,1,1,1,1,1,13.9553666,76.6976234
8602000,Kasavanahalli,Bangalore,1543,3,3,1,1,1,1,1,1,13.9553666,76.6976234
7434000,Kasavanahalli,Bangalore,1546,3,3,1,1,1,1,1,1,13.9553666,76.6976234
7756000,Kasavanahalli,Bangalore,1615,3,3,1,1,1,1,1,1,13.9553666,76.6976234
7756000,Kasavanahalli,Bangalore,1615,3,3,1,1,1,1,1,1,13.9553666,76.6976234
7321000,Kasavanahalli,Bangalore,1633,3,3,1,1,1,1,1,1,13.9553666,76.6976234
7321000,Kasavanahalli,Bangalore,1633,3,3,1,1,1,1,1,1,13.9553666,76.6976234
5221000,Kasavanahalli,Bangalore,1680,3,3,1,1,1,1,1,1,13.9553666,76.6976234
4185000,Kasavanahalli,Bangalore,1680,3,3,1,1,1,1,1,1,13.9553666,76.6976234
8051000,Kasavanahalli,Bangalore,1750,3,3,1,1,1,1,1,1,13.9553666,76.6976234
8051000,Kasavanahalli,Bangalore,1750,3,3,1,1,1,1,1,1,13.9553666,76.6976234
6381000,Kasavanahalli,Bangalore,1811,3,3,1,1,1,1,1,1,13.9553666,76.6976234
6381000,Kasavanahalli,Bangalore,1811,3,3,1,1,1,1,1,1,13.9553666,76.6976234
5364000,Kasavanahalli,Bangalore,1811,3,3,1,1,1,1,1,1,13.9553666,76.6976234
8441000,Kasavanahalli,Bangalore,2810,4,4,1,1,1,1,1,1,13.9553666,76.6976234
8242000,Kasavanahalli,Bangalore,3115,4,4,1,1,1,1,1,1,13.9553666,76.6976234
5685000,Kasavanahalli,Bangalore,3167,3,3,1,1,1,1,1,1,13.9553666,76.6976234
5685000,Kasavanahalli,Bangalore,3167,3,3,1,1,1,1,1,1,13.9553666,76.6976234
8358000,Kasavanahalli,Bangalore,3362,4,4,1,1,1,1,1,1,13.9553666,76.6976234
6603000,Kathriguppe,Bangalore,1150,2,2,0,1,1,1,1,1,12.9253317,77.5499593
5462000,Kengeri,Bangalore,1003,2,2,0,1,1,1,1,1,12.9229728,77.4842926
5462000,Kengeri,Bangalore,1003,2,2,0,1,1,1,1,1,12.9229728,77.4842926
8400000,Kengeri,Bangalore,1015,2,2,0,1,1,1,1,1,12.9229728,77.4842926
7777000,Kengeri,Bangalore,1020,2,2,0,1,1,1,1,1,12.9229728,77.4842926
7611000,Kengeri,Bangalore,1043,2,2,0,1,1,1,1,1,12.9229728,77.4842926
7611000,Kengeri,Bangalore,1043,2,2,0,1,1,1,1,1,12.9229728,77.4842926
7845000,Kengeri,Bangalore,1066,2,2,0,1,1,1,1,1,12.9229728,77.4842926
7845000,Kengeri,Bangalore,1066,2,2,0,1,1,1,1,1,12.9229728,77.4842926
7718000,Kengeri,Bangalore,1108,2,2,0,1,1,1,1,1,12.9229728,77.4842926
4586000,Kengeri,Bangalore,1111,2,2,0,0,0,1,1,0,12.9229728,77.4842926
4582000,Kengeri,Bangalore,1118,2,2,0,0,0,1,1,0,12.9229728,77.4842926
6128000,Kengeri,Bangalore,1140,2,2,0,1,1,1,1,1,12.9229728,77.4842926
3110000,Kengeri,Bangalore,1140,3,3,1,0,0,0,1,0,12.9229728,77.4842926
4021000,Kengeri,Bangalore,1141,3,3,1,0,0,0,1,0,12.9229728,77.4842926
4722000,Kengeri,Bangalore,1152,2,2,0,0,0,1,1,0,12.9229728,77.4842926
7113000,Kengeri,Bangalore,1155,2,2,0,1,1,1,1,1,12.9229728,77.4842926
4702000,Kengeri,Bangalore,1160,2,2,0,1,1,1,1,1,12.9229728,77.4842926
4702000,Kengeri,Bangalore,1160,2,2,0,1,1,1,1,1,12.9229728,77.4842926
4088000,Kengeri,Bangalore,1168,3,3,1,0,0,0,1,0,12.9229728,77.4842926
8275000,Kengeri,Bangalore,1215,3,3,1,1,1,1,1,1,12.9229728,77.4842926
6528000,Kengeri,Bangalore,1250,3,3,1,1,1,1,1,1,12.9229728,77.4842926
7716000,Kengeri,Bangalore,1300,3,3,1,1,1,1,1,1,12.9229728,77.4842926
4187000,Kengeri,Bangalore,1310,3,3,1,1,1,1,1,1,12.9229728,77.4842926
6317000,Kengeri,Bangalore,1340,3,3,1,1,1,1,1,1,12.9229728,77.4842926
6375000,Kengeri,Bangalore,1360,3,3,1,1,1,1,1,1,12.9229728,77.4842926
6650000,Kengeri,Bangalore,1410,3,3,1,1,1,1,1,1,12.9229728,77.4842926
6776000,Kengeri,Bangalore,1412,3,3,1,1,1,1,1,1,12.9229728,77.4842926
7433000,Kengeri,Bangalore,1450,3,3,1,1,1,1,1,1,12.9229728,77.4842926
7433000,Kengeri,Bangalore,1450,3,3,1,1,1,1,1,1,12.9229728,77.4842926
7058000,Kengeri,Bangalore,1471,3,3,1,1,1,1,1,1,12.9229728,77.4842926
5584000,Kengeri,Bangalore,1525,3,3,1,1,1,1,1,1,12.9229728,77.4842926
7645111,Kengeri,Bangalore,1526,3,3,1,1,1,1,1,1,12.9229728,77.4842926
6787000,Kengeri,Bangalore,1656,3,3,1,0,0,1,1,0,12.9229728,77.4842926
6845000,Kengeri,Bangalore,1670,3,3,1,0,0,1,1,0,12.9229728,77.4842926
6845000,Kengeri,Bangalore,1670,3,3,1,0,0,1,1,0,12.9229728,77.4842926
6845000,Kengeri,Bangalore,1670,3,3,1,0,0,1,1,0,12.9229728,77.4842926
6385000,Kodigehalli,Bangalore,1120,2,2,0,0,0,1,1,0,14.139962,77.0416814
6381000,Kodigehalli,Bangalore,1120,2,2,0,0,0,1,1,0,14.139962,77.0416814
6451000,Kodigehalli,Bangalore,1125,2,2,0,0,0,1,1,0,14.139962,77.0416814
6381000,Kodigehalli,Bangalore,1125,2,2,0,0,0,1,1,0,14.139962,77.0416814
8534000,Kodigehalli,Bangalore,1245,2,2,0,1,1,1,1,1,14.139962,77.0416814
7015000,Kodigehalli,Bangalore,1245,2,2,0,1,1,1,1,1,14.139962,77.0416814
5150000,Kodigehalli,Bangalore,1600,2,2,0,1,1,1,1,1,14.139962,77.0416814
8532000,Kodigehalli,Bangalore,1630,3,3,1,1,1,1,1,1,14.139962,77.0416814
6112000,Kodigehalli,Bangalore,1630,3,3,1,1,1,1,1,1,14.139962,77.0416814
8166000,Kodigehalli,Bangalore,1665,3,3,1,1,1,1,1,1,14.139962,77.0416814
7717000,Kodigehalli,Bangalore,1740,3,3,1,1,1,1,1,1,14.139962,77.0416814
5512000,Kogilu,Bangalore,1065,2,2,0,1,1,1,1,1,13.104198,77.6170849
6800000,Kogilu,Bangalore,1141,2,2,0,1,1,1,1,1,13.104198,77.6170849
8784000,Kogilu,Bangalore,1271,2,2,0,1,0,1,1,0,13.104198,77.6170849
3301000,Kogilu,Bangalore,1381,2,2,0,1,1,1,1,1,13.104198,77.6170849
8023000,Kogilu,Bangalore,2300,3,3,1,1,1,1,1,1,13.104198,77.6170849
8151111,Konanakunte,Bangalore,842,2,2,0,1,1,1,1,1,12.8792861,77.5697529
7748111,Konanakunte,Bangalore,1000,2,2,0,1,1,1,1,1,12.8792861,77.5697529
8485000,Konanakunte,Bangalore,1105,3,3,1,1,1,1,1,1,12.8792861,77.5697529
8140000,Konanakunte,Bangalore,1135,4,4,1,1,1,1,1,1,12.8792861,77.5697529
8151111,Konanakunte,Bangalore,1204,3,3,1,1,1,1,1,1,12.8792861,77.5697529
5411000,Konanakunte,Bangalore,1220,2,2,0,0,0,1,1,0,12.8792861,77.5697529
5850000,Konanakunte,Bangalore,1230,2,2,0,1,1,1,1,1,12.8792861,77.5697529
8781000,Konanakunte,Bangalore,1250,3,3,1,1,1,1,1,1,12.8792861,77.5697529
8485000,Konanakunte,Bangalore,1262,3,3,1,1,1,1,1,1,12.8792861,77.5697529
5800000,Konanakunte,Bangalore,1287,3,3,1,1,1,1,1,1,12.8792861,77.5697529
5782000,Konanakunte,Bangalore,1287,3,3,1,1,1,1,1,1,12.8792861,77.5697529
8403000,Konanakunte,Bangalore,1414,3,3,1,1,1,1,1,1,12.8792861,77.5697529
8400000,Konanakunte,Bangalore,1511,3,3,1,1,1,1,1,1,12.8792861,77.5697529
5000000,Konanakunte,Bangalore,2681,4,4,1,1,1,1,1,1,12.8792861,77.5697529
8400000,Koppa Begur Road,Bangalore,720,1,1,0,1,1,1,1,1,12.8250892,77.6229515
8400000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
8400000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
7840000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
7500000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
6188000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
4200000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
3100000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
3045000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
2856000,Koppa Begur Road,Bangalore,850,2,2,0,1,1,1,1,1,12.8250892,77.6229515
2848000,Koppa Begur Road,Bangalore,874,2,2,0,1,1,1,1,1,12.8250892,77.6229515
8400000,Koppa Begur Road,Bangalore,875,2,2,0,1,1,1,1,1,12.8250892,77.6229515
8358000,Koppa Begur Road,Bangalore,875,2,2,0,1,1,1,1,1,12.8250892,77.6229515
7400000,Koppa Begur Road,Bangalore,875,2,2,0,1,1,1,1,1,12.8250892,77.6229515
7350000,Koppa Begur Road,Bangalore,875,2,2,0,1,1,1,1,1,12.8250892,77.6229515
3711000,Koppa Begur Road,Bangalore,875,2,2,0,1,1,1,1,1,12.8250892,77.6229515
3500000,Koppa Begur Road,Bangalore,875,2,2,0,1,1,1,1,1,12.8250892,77.6229515
3433000,Koppa Begur Road,Bangalore,875,2,2,0,1,1,1,1,1,12.8250892,77.6229515
3261111,Koppa Begur Road,Bangalore,875,2,2,0,1,1,1,1,1,12.8250892,77.6229515
8120000,Koppa Begur Road,Bangalore,1020,2,2,0,1,1,1,1,1,12.8250892,77.6229515
4455000,Koppa Begur Road,Bangalore,1020,2,2,0,1,1,1,1,1,12.8250892,77.6229515
7122000,Koramangala,Bangalore,1125,2,2,0,1,1,1,1,1,13.2923988,77.7519261
4120000,Koramangala,Bangalore,1241,2,2,0,1,1,1,1,1,13.2923988,77.7519261
5500000,Kothanur,Bangalore,1170,2,2,0,0,0,0,0,0,10.90336025,77.55645016
5500000,Kothanur,Bangalore,1170,2,2,0,0,0,0,0,0,10.90336025,77.55645016
8550000,Kothanur,Bangalore,1250,1,1,0,1,1,1,1,1,10.90336025,77.55645016
7550000,Kothanur,Bangalore,1304,2,2,0,1,1,1,1,1,10.90336025,77.55645016
3200000,Kothanur,Bangalore,1450,2,2,0,1,1,1,1,1,10.90336025,77.55645016
3500000,Krishnarajapura,Bangalore,538,1,1,0,0,0,0,0,0,12.0325216,76.8056333
3500000,Krishnarajapura,Bangalore,538,1,1,0,0,0,0,0,0,12.0325216,76.8056333
3800000,Krishnarajapura,Bangalore,1000,2,2,0,0,0,0,0,0,12.0325216,76.8056333
4242000,Krishnarajapura,Bangalore,1010,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4115000,Krishnarajapura,Bangalore,1010,2,2,0,0,0,1,1,0,12.0325216,76.8056333
5733000,Krishnarajapura,Bangalore,1014,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4210000,Krishnarajapura,Bangalore,1014,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4226000,Krishnarajapura,Bangalore,1018,2,2,0,0,0,1,1,0,12.0325216,76.8056333
3876000,Krishnarajapura,Bangalore,1020,2,2,0,0,0,0,0,0,12.0325216,76.8056333
3125000,Krishnarajapura,Bangalore,1020,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4368000,Krishnarajapura,Bangalore,1040,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4002000,Krishnarajapura,Bangalore,1040,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4076000,Krishnarajapura,Bangalore,1051,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4056000,Krishnarajapura,Bangalore,1054,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4072000,Krishnarajapura,Bangalore,1058,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4086111,Krishnarajapura,Bangalore,1062,2,2,0,0,0,1,1,0,12.0325216,76.8056333
6476000,Krishnarajapura,Bangalore,1068,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4801000,Krishnarajapura,Bangalore,1070,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4511000,Krishnarajapura,Bangalore,1070,2,2,0,0,0,1,1,0,12.0325216,76.8056333
5250000,Krishnarajapura,Bangalore,1080,2,2,0,0,0,0,0,0,12.0325216,76.8056333
4880000,Krishnarajapura,Bangalore,1081,2,2,0,1,1,1,1,1,12.0325216,76.8056333
8516000,Krishnarajapura,Bangalore,1085,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4557000,Krishnarajapura,Bangalore,1085,2,2,0,0,0,1,1,0,12.0325216,76.8056333
3400000,Krishnarajapura,Bangalore,1085,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4485000,Krishnarajapura,Bangalore,1088,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4620000,Krishnarajapura,Bangalore,1100,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4561000,Krishnarajapura,Bangalore,1104,2,2,0,1,1,1,1,1,12.0325216,76.8056333
5124000,Krishnarajapura,Bangalore,1105,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4514000,Krishnarajapura,Bangalore,1106,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4264000,Krishnarajapura,Bangalore,1108,2,2,0,0,0,1,1,0,12.0325216,76.8056333
3160000,Krishnarajapura,Bangalore,1110,2,2,0,1,1,1,1,1,12.0325216,76.8056333
3160000,Krishnarajapura,Bangalore,1110,2,2,0,1,1,1,1,1,12.0325216,76.8056333
8105000,Krishnarajapura,Bangalore,1111,2,2,0,1,1,1,1,1,12.0325216,76.8056333
5111000,Krishnarajapura,Bangalore,1111,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4700000,Krishnarajapura,Bangalore,1111,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4700000,Krishnarajapura,Bangalore,1111,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4614000,Krishnarajapura,Bangalore,1111,2,2,0,0,0,1,1,0,12.0325216,76.8056333
3500000,Krishnarajapura,Bangalore,1111,2,2,0,1,1,1,1,1,12.0325216,76.8056333
3828000,Krishnarajapura,Bangalore,1114,2,2,0,1,1,1,1,1,12.0325216,76.8056333
3828000,Krishnarajapura,Bangalore,1114,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4211000,Krishnarajapura,Bangalore,1117,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4641000,Krishnarajapura,Bangalore,1118,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4303000,Krishnarajapura,Bangalore,1118,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4345000,Krishnarajapura,Bangalore,1121,2,2,0,0,0,1,1,0,12.0325216,76.8056333
4057000,Krishnarajapura,Bangalore,1125,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4762000,Krishnarajapura,Bangalore,1128,2,2,0,1,1,1,1,1,12.0325216,76.8056333
5800000,Krishnarajapura,Bangalore,1134,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4830000,Krishnarajapura,Bangalore,1145,2,2,0,1,1,1,1,1,12.0325216,76.8056333
5888000,Krishnarajapura,Bangalore,1150,2,2,0,1,1,1,1,1,12.0325216,76.8056333
4426000,Krishnarajapura,Bangalore,1150,2,2,0,0,0,1,1,0,12.0325216,76.8056333
5271000,Krishnarajapura,Bangalore,1154,2,2,0,1,1,1,1,1,12.0325216,76.8056333
3127000,Krishnarajapura,Bangalore,1160,2,2,0,1,1,1,1,1,12.0325216,76.8056333
